Hour,Res,Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Wind Gust (mph),Pressure (in),Precipitation (in),biomass_monthly_netGen,solar_photovoltaic_monthly_netGen,utility-scale_photovoltaic_monthly_netGen,wind_monthly_netGen,customerAcc_number_monthly
2022-01-01 01:00:00,720.468,51.0,50.0,96.5,7.5,0.0,29.715,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 02:00:00,683.191,50.0,49.0,96.0,5.0,0.0,29.88,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 03:00:00,678.439,50.0,49.0,96.0,0.0,0.0,29.88,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 04:00:00,696.969,50.0,48.0,93.0,5.0,0.0,29.86,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 05:00:00,787.142,50.0,49.0,96.0,6.0,0.0,29.84,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 06:00:00,797.723,50.0,49.0,96.0,0.0,0.0,29.825,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 07:00:00,799.884,49.0,49.0,100.0,0.0,0.0,29.81,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 08:00:00,952.35,50.0,50.0,100.0,0.0,0.0,29.81,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 09:00:00,1089.78,50.0,49.0,96.0,3.0,0.0,29.8,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 10:00:00,1101.345,50.333333333333336,50.0,98.66666666666667,6.333333333333333,0.0,29.813333333333333,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 11:00:00,1035.99,52.0,51.0,97.0,7.0,0.0,29.83,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 12:00:00,1257.401,53.0,52.5,98.0,10.5,0.0,29.775,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 13:00:00,1060.021,54.0,53.0,97.0,10.0,0.0,29.76,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 14:00:00,1181.384,55.0,54.0,96.0,8.0,0.0,29.74,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 15:00:00,1149.52,55.0,54.0,96.0,5.0,0.0,29.72,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 16:00:00,1338.493,55.0,54.0,96.0,6.0,0.0,29.69,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 17:00:00,1438.674,55.0,54.0,96.0,6.0,0.0,29.68,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 18:00:00,1871.949,55.0,54.0,96.0,5.0,0.0,29.69,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 19:00:00,1662.367,55.0,54.0,96.0,0.0,0.0,29.69,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 20:00:00,1817.831,54.0,53.5,98.5,3.0,0.0,29.685000000000002,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 21:00:00,1689.339,54.0,53.666666666666664,99.0,0.0,0.0,29.66333333333333,0.06666666666666667,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 22:00:00,1322.197,53.5,53.5,100.0,5.0,0.0,29.630000000000003,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-01 23:00:00,1105.492,53.0,53.0,100.0,11.333333333333334,0.0,29.603333333333335,0.13333333333333333,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 00:00:00,718.665,53.0,53.0,100.0,7.0,0.0,29.57,0.3,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 01:00:00,663.784,44.0,38.5,82.0,10.5,0.0,29.775,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 02:00:00,612.761,52.0,52.0,100.0,3.0,0.0,29.52,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 03:00:00,638.41,52.0,52.0,100.0,0.0,0.0,29.52,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 04:00:00,668.868,52.666666666666664,52.333333333333336,98.66666666666667,8.0,0.0,29.526666666666667,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 05:00:00,766.745,53.0,53.0,100.0,4.0,0.0,29.535,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 06:00:00,773.65,52.0,52.0,100.0,6.0,0.0,29.55,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 07:00:00,752.297,52.0,52.0,100.0,7.0,0.0,29.57,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 08:00:00,924.293,52.0,52.0,100.0,1.5,0.0,29.545,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 09:00:00,1080.417,52.5,52.0,98.0,6.0,0.0,29.56,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 10:00:00,1079.943,53.0,53.0,100.0,7.0,0.0,29.56,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 11:00:00,1004.073,54.0,53.666666666666664,99.0,9.333333333333334,0.0,29.593333333333334,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 12:00:00,1328.524,54.0,53.0,97.0,13.0,0.0,29.61,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 13:00:00,1014.565,56.0,54.0,93.0,14.0,0.0,29.59,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 14:00:00,1174.711,57.0,53.333333333333336,87.66666666666667,14.0,0.0,29.59,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 15:00:00,1140.718,58.0,52.0,81.0,12.0,0.0,29.605,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 16:00:00,1326.615,58.0,50.0,75.0,16.0,13.0,29.625,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 17:00:00,1456.199,57.0,47.0,69.0,13.0,0.0,29.66,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 18:00:00,1784.777,53.0,44.0,71.0,12.0,0.0,29.72,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 19:00:00,1791.808,48.0,39.0,71.0,18.0,29.0,29.79,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 20:00:00,1686.835,44.0,34.0,68.0,12.0,0.0,29.84,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 21:00:00,1584.606,41.0,31.0,67.0,18.0,25.0,29.9,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 22:00:00,1416.217,38.0,27.0,65.0,18.0,25.0,29.92,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-02 23:00:00,1197.036,37.0,27.0,67.0,12.0,21.0,29.94,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 00:00:00,955.182,37.0,26.0,65.0,17.0,0.0,29.97,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 01:00:00,884.799,22.0,6.0,51.0,16.0,22.0,30.25,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 02:00:00,854.617,36.0,25.0,64.0,13.0,0.0,30.02,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 03:00:00,855.719,36.0,24.0,62.0,12.0,0.0,30.08,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 04:00:00,902.887,35.0,24.0,64.0,16.0,0.0,30.07,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 05:00:00,1005.778,34.0,22.0,61.0,20.0,0.0,30.04,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 06:00:00,1222.045,33.0,22.0,64.0,14.0,0.0,30.08,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 07:00:00,1244.848,32.0,23.0,69.0,16.0,0.0,30.09,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 08:00:00,1197.032,31.0,22.0,69.0,16.0,0.0,30.07,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 09:00:00,1176.138,30.0,20.0,66.0,18.0,0.0,30.09,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 10:00:00,1170.746,30.0,13.0,49.0,21.0,0.0,30.12,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 11:00:00,1164.176,29.0,13.0,51.0,17.0,0.0,30.13,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 12:00:00,1214.525,28.0,8.0,43.0,17.0,0.0,30.13,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 13:00:00,1236.08,28.0,7.0,41.0,20.0,0.0,30.07,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 14:00:00,1192.161,28.0,7.0,41.0,20.0,23.0,30.01,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 15:00:00,1249.211,28.0,8.0,43.0,22.0,28.0,29.99,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 16:00:00,1416.102,28.0,9.0,45.0,17.0,0.0,30.02,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 17:00:00,1715.487,28.0,6.0,39.0,22.0,33.0,30.03,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 18:00:00,1914.863,28.0,5.0,38.0,23.0,33.0,30.06,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 19:00:00,1900.966,27.0,6.0,41.0,18.0,29.0,30.1,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 20:00:00,1885.613,26.0,7.0,44.0,16.0,0.0,30.13,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 21:00:00,1767.32,25.0,8.0,49.0,16.0,0.0,30.17,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 22:00:00,1574.347,24.0,9.0,53.0,16.0,0.0,30.19,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-03 23:00:00,1324.577,24.0,9.0,53.0,14.0,0.0,30.21,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 00:00:00,1125.194,23.0,9.0,55.0,14.0,0.0,30.22,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 01:00:00,1076.708,28.0,19.0,69.0,8.0,0.0,30.29,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 02:00:00,1031.886,21.0,5.0,50.0,14.0,0.0,30.27,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 03:00:00,1046.906,20.0,5.0,52.0,12.0,0.0,30.29,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 04:00:00,1095.388,20.0,5.0,52.0,13.0,0.0,30.31,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 05:00:00,1174.159,19.0,5.0,54.0,13.0,0.0,30.34,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 06:00:00,1412.898,19.0,6.0,57.0,9.0,0.0,30.36,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 07:00:00,1396.747,18.0,7.0,62.0,10.0,0.0,30.38,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 08:00:00,1294.08,19.0,8.0,62.0,12.0,0.0,30.4,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 09:00:00,1219.913,20.0,8.0,60.0,7.0,0.0,30.42,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 10:00:00,1168.451,22.0,9.0,58.0,7.0,0.0,30.43,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 11:00:00,1107.508,25.0,8.0,49.0,0.0,0.0,30.43,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 12:00:00,1105.57,27.0,8.0,45.0,0.0,0.0,30.43,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 13:00:00,1100.61,30.0,9.0,41.0,0.0,0.0,30.39,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 14:00:00,1114.371,33.0,11.0,40.0,5.0,0.0,30.35,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 15:00:00,1185.822,33.0,12.0,42.0,9.0,0.0,30.35,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 16:00:00,1373.326,34.0,11.0,38.0,7.0,0.0,30.34,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 17:00:00,1692.21,34.0,12.0,40.0,12.0,0.0,30.35,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 18:00:00,1904.478,33.0,12.0,42.0,9.0,0.0,30.35,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 19:00:00,1865.594,30.0,14.0,51.0,7.0,0.0,30.35,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 20:00:00,1861.993,29.0,15.0,56.0,7.0,0.0,30.34,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 21:00:00,1743.347,31.0,16.0,54.0,6.0,0.0,30.35,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 22:00:00,1552.486,30.0,16.0,56.0,8.0,0.0,30.32,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-04 23:00:00,1301.066,30.0,17.0,59.0,5.0,0.0,30.31,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 00:00:00,1104.602,29.0,17.0,61.0,6.0,0.0,30.3,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 01:00:00,1060.415,37.0,36.0,96.0,8.0,0.0,29.68,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 02:00:00,995.216,28.0,19.0,69.0,5.0,0.0,30.25,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 03:00:00,982.489,27.0,20.0,75.0,7.0,0.0,30.23,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 04:00:00,1001.686,26.0,19.0,75.0,5.0,0.0,30.21,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 05:00:00,1055.15,28.0,21.0,75.0,6.0,0.0,30.17,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 06:00:00,1252.767,29.0,22.0,75.0,6.0,0.0,30.13,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 07:00:00,1268.62,30.0,25.0,82.0,4.5,0.0,30.09,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 08:00:00,1190.348,30.5,27.5,88.5,3.0,0.0,30.045,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 09:00:00,1158.81,32.0,29.5,90.0,1.5,0.0,30.01,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 10:00:00,1113.064,32.5,31.0,94.0,6.0,0.0,30.0,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 11:00:00,1041.216,34.0,32.0,92.0,3.0,0.0,29.97,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 12:00:00,1013.663,35.0,33.5,94.0,7.0,0.0,29.94,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 13:00:00,973.337,37.0,37.0,100.0,5.0,0.0,29.88,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 14:00:00,969.661,40.0,39.0,97.0,8.0,0.0,29.83,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 15:00:00,1053.447,43.0,41.0,93.0,8.0,0.0,29.79,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 16:00:00,1206.339,45.0,43.0,93.0,7.0,0.0,29.76,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 17:00:00,1511.921,45.0,42.0,90.0,15.0,0.0,29.76,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 18:00:00,1753.788,43.5,41.0,91.0,7.5,0.0,29.75,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 19:00:00,1739.115,44.0,41.0,89.0,5.0,0.0,29.72,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 20:00:00,1721.616,42.0,39.0,89.0,8.0,0.0,29.72,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 21:00:00,1611.358,40.0,38.0,93.0,9.0,0.0,29.73,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 22:00:00,1420.898,39.0,37.0,93.0,8.0,0.0,29.71,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-05 23:00:00,1175.167,37.0,36.0,96.0,6.0,0.0,29.7,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 00:00:00,971.043,35.0,34.0,96.0,6.0,0.0,29.68,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 01:00:00,891.348,32.0,19.0,59.0,17.0,23.0,29.87,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 02:00:00,861.383,37.0,36.0,96.0,8.0,0.0,29.68,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 03:00:00,890.578,36.0,35.0,97.0,7.0,0.0,29.71,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 04:00:00,929.351,33.0,33.0,100.0,6.0,0.0,29.71,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 05:00:00,990.883,33.0,31.0,92.0,5.0,0.0,29.73,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 06:00:00,1200.713,32.0,31.0,96.0,8.0,0.0,29.76,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 07:00:00,1215.353,34.0,31.0,89.0,7.0,0.0,29.79,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 08:00:00,1148.54,35.0,25.0,67.0,12.0,0.0,29.82,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 09:00:00,1135.558,35.0,23.0,61.0,10.0,0.0,29.84,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 10:00:00,1091.903,35.0,19.0,52.0,14.0,0.0,29.88,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 11:00:00,1038.352,35.0,17.0,48.0,15.0,21.0,29.91,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 12:00:00,1036.628,35.0,14.0,42.0,18.0,28.0,29.92,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 13:00:00,1009.524,36.0,17.0,46.0,13.0,0.0,29.91,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 14:00:00,1055.345,37.0,13.0,37.0,16.0,0.0,29.9,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 15:00:00,1143.917,37.0,14.0,39.0,13.0,0.0,29.9,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 16:00:00,1329.123,37.0,13.0,37.0,13.0,0.0,29.9,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 17:00:00,1627.022,37.0,13.0,37.0,10.0,0.0,29.9,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 18:00:00,1846.699,34.0,14.0,44.0,10.0,0.0,29.93,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 19:00:00,1817.091,34.0,15.0,46.0,8.0,0.0,29.95,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 20:00:00,1773.758,33.0,15.0,48.0,8.0,0.0,29.95,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 21:00:00,1654.343,33.0,15.0,48.0,6.0,0.0,29.94,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 22:00:00,1465.832,33.0,15.0,48.0,0.0,0.0,29.9,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-06 23:00:00,1247.962,33.0,16.0,50.0,5.0,0.0,29.92,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 00:00:00,1024.108,33.0,16.0,50.0,7.0,0.0,29.91,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 01:00:00,955.755,24.0,10.0,55.0,17.0,23.0,30.21,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 02:00:00,930.806,29.0,24.0,82.0,13.0,11.5,29.814999999999998,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 03:00:00,930.565,28.5,25.0,86.75,10.0,0.0,29.795,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 04:00:00,975.327,28.0,26.5,94.0,8.5,0.0,29.759999999999998,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 05:00:00,1073.184,27.0,27.0,100.0,9.0,0.0,29.73,0.1,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 06:00:00,1297.698,27.0,27.0,100.0,11.333333333333334,7.0,29.74333333333333,0.06666666666666667,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 07:00:00,1303.866,27.0,27.0,100.0,10.666666666666666,0.0,29.766666666666666,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 08:00:00,1239.073,27.0,26.666666666666668,98.66666666666667,13.333333333333334,8.0,29.77,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 09:00:00,1198.77,27.0,25.666666666666668,94.66666666666667,12.666666666666666,7.666666666666667,29.78333333333333,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 10:00:00,1138.868,28.0,25.0,88.0,13.0,0.0,29.8,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 11:00:00,1098.59,29.0,24.0,82.0,13.0,0.0,29.81,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 12:00:00,1157.707,31.0,23.0,72.0,18.0,30.0,29.83,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 13:00:00,1194.975,32.0,20.0,61.0,20.0,30.0,29.81,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 14:00:00,1167.566,32.0,19.0,59.0,17.0,23.0,29.82,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 15:00:00,1240.437,31.666666666666668,17.333333333333332,55.666666666666664,22.333333333333332,31.666666666666668,29.836666666666662,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 16:00:00,1426.86,32.0,15.0,50.0,23.0,30.0,29.87,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 17:00:00,1738.582,31.0,14.0,50.0,18.0,31.0,29.92,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 18:00:00,1942.53,30.0,17.0,59.0,24.0,30.0,29.96,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 19:00:00,1912.426,28.0,19.0,69.0,18.0,32.0,30.01,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 20:00:00,1897.327,27.0,18.0,69.0,15.0,23.0,30.06,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 21:00:00,1777.983,25.0,17.0,72.0,13.0,0.0,30.1,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 22:00:00,1578.988,25.0,14.0,63.0,16.0,0.0,30.12,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-07 23:00:00,1323.262,24.0,13.0,62.0,13.0,23.0,30.15,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 00:00:00,1222.6,23.0,12.0,63.0,12.0,0.0,30.19,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 01:00:00,1187.934,23.0,10.0,58.0,6.0,0.0,30.54,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 02:00:00,1071.812,23.0,8.0,53.0,14.0,25.0,30.23,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 03:00:00,1089.744,22.0,8.0,55.0,12.0,23.0,30.28,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 04:00:00,1059.007,21.0,8.0,57.0,9.0,0.0,30.32,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 05:00:00,1151.331,20.0,9.0,62.0,7.0,22.0,30.35,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 06:00:00,1237.7,20.0,8.0,60.0,10.0,0.0,30.4,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 07:00:00,1416.186,20.0,8.0,60.0,14.0,18.0,30.45,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 08:00:00,1390.756,19.0,7.0,59.0,8.0,0.0,30.48,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 09:00:00,1576.298,19.0,8.0,62.0,13.0,23.0,30.52,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 10:00:00,1492.301,20.0,7.0,57.0,12.0,25.0,30.56,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 11:00:00,1454.108,22.0,7.0,53.0,10.0,0.0,30.59,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 12:00:00,1413.825,24.0,7.0,48.0,7.0,0.0,30.6,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 13:00:00,1421.24,25.0,5.0,43.0,7.0,0.0,30.58,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 14:00:00,1375.343,27.0,5.0,39.0,6.0,0.0,30.57,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 15:00:00,1377.288,28.0,5.0,38.0,3.0,0.0,30.56,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 16:00:00,1477.46,29.0,3.0,33.0,0.0,0.0,30.56,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 17:00:00,1759.159,30.0,7.0,38.0,0.0,0.0,30.57,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 18:00:00,1902.637,29.0,6.0,38.0,5.0,0.0,30.57,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 19:00:00,1892.087,27.0,9.0,47.0,8.0,0.0,30.57,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 20:00:00,1844.133,23.0,9.0,55.0,7.0,0.0,30.58,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 21:00:00,1753.669,26.0,9.0,49.0,5.0,0.0,30.59,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 22:00:00,1606.962,23.0,10.0,58.0,7.0,0.0,30.58,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-08 23:00:00,1372.214,25.0,11.0,55.0,5.0,0.0,30.55,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-09 00:00:00,1194.148,25.0,11.0,55.0,7.0,0.0,30.52,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
2022-01-09 01:00:00,1115.608,37.0,35.0,93.0,10.0,0.0,29.96,0.0,56.50104,165.56839,78.1793,2.37,4203312.0
